name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,address,postal_address,city,share_capital,sni_codes,business_purpose,ceo,phone,website
Hamburgerbruket i Örebro AB,https://www.allabolag.se/foretag/hamburgerbruket-i-%C3%B6rebro-ab/%C3%B6rebro/-/5591214019,[],559121-4019,7039,Hamburgerbruket i Örebro AB,2017-08-10,Aktiebolag,10,"Mejeritorget 2 b, 703 80 Örebro","Mejeritorget 2 b, 703 80 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],Bolaget skall bedriva snabbmatsrestaurang (hamburgare) jämte därmed förenlig verksamhet.,,019-760 14 66,https://hamburgerbruket.se/
Säby Entreprenad & Släp Aktiebolag,https://www.allabolag.se/foretag/s%C3%A4by-entreprenad-sl%C3%A4p-aktiebolag/vintrosa/-/5564136421,['info@sesabslap.se'],556413-6421,7017,Säby Entreprenad & Släp Aktiebolag,1990-12-04,Aktiebolag,5,"Säby 529, 719 91 Vintrosa","Säby 529, 719 91 Vintrosa",Vintrosa,100Tkr,"['47813 Detaljhandel med husvagnar, husbilar, släpfordon och påhängsvagnar', '77390 Uthyrning och leasing av diverse övrig utrustning samt diverse övriga maskiner och materiella tillgångar', '81230 Annan rengöring']","Bolaget skall bedriva handel med bilsläpkärror, husvagnar, husbilar, lastbilar, personbilar, traktorer, lastmaskiner, grävmaskiner. Uthyrning av ovanstående transportmedel och maskiner, åkeriverksamhet och därmed förenlig verksamhet.",,070-529 45 00,https://sesabslap.se/
Motorcentrum V AB,https://www.allabolag.se/foretag/motorcentrum-v-ab/kumla/-/5569612558,['info@motorcentrummarkaryd.se'],556961-2558,7012,Motorcentrum V AB,2014-02-06,Aktiebolag,3,"Industrigatan 5, 692 33 Kumla","Industrigatan 5, 692 33 Kumla",Kumla,50Tkr,"['95311 Allmän service och reparation av motorfordon utom motorcyklar', '47811 Detaljhandel med personbilar och lätta motorfordon']","Bolagets verksamhet består av handel med motorfordon, biluthyrning, service och reparation av motorfordon, konsultverksamhet inom försäljning och utbildning samt därmed förenlig verksamhet.",Thomas Erik Pettersson,,https://www.motorcentrummarkaryd.se/
Hagvidson Solåsen AB,https://www.allabolag.se/foretag/hagvidson-sol%C3%A5sen-ab/%C3%B6rebro/-/5566124722,"['ulrika.hawazali@hagvidson.se', 'beri.jengiri@hagvidson.se', 'annlouise.ekevid@hagvidson.se']",556612-4722,7002,Hagvidson Solåsen AB,2001-06-27,Aktiebolag,7,"Elementvägen 4, 702 27 Örebro","Elementvägen 4, 702 27 Örebro",Örebro,100Tkr,['85100 Förskoleutbildning'],Bolaget skall bedriva pedagogisk förskoleverksamhet samt därmed förenlig verksamhet.,Bengt Michael Enghag,070-515 05 80,https://forskola.stockholm/hitta-forskola/forskola/forskolan-solasen
PALM & GYLL Aktiebolag,https://www.allabolag.se/foretag/palm-gyll-aktiebolag/vintrosa/-/5561606624,['info@palmochgyll.se'],556160-6624,6998,PALM & GYLL Aktiebolag,1972-01-01,Aktiebolag,2,"Nybble 6, 719 91 Vintrosa","Nybble 6, 719 91 Vintrosa",Vintrosa,100Tkr,"['49320 Icke-reguljär vägtransport, passagerartrafik', '78201 Personaluthyrning', '49410 Vägtransport, godstrafik']","Bolagets verksamhet ska vara att bedriva persontransporter med buss, godstransporter, service & underhåll av fordon, uthyrning av personal, resebyråverksamhet, charterresor med buss flyg samt idka därmed förenlig verksamhet.",Karl Henrik Gyll,,https://palmochgyll.se/
Hallsbergs bilar AB,https://www.allabolag.se/foretag/hallsbergs-bilar-ab/%C3%B6rebro/-/5593882045,[],559388-2045,6993,Hallsbergs bilar AB,2022-07-05,Aktiebolag,0,"Örnsköldsgatan 23 Lgh 1302, 703 50 Örebro","c/o ABDEL MUHAMMED, Örnsköldsgatan 23 Lgh 1302, 703 50 Örebro",Örebro,25Tkr,['47811 Detaljhandel med personbilar och lätta motorfordon'],Verksamheten ska gälla bilhandel. Köpa och sälja båda nya och begagnade bilar. Köpa och sälja bildäck.,Abdel Salam Hadji Muhammed,,https://www.bytbil.com/handlare/hallsbergs-bilar-ab-100148
Björn Larsson Buss & Trafik AB,https://www.allabolag.se/foretag/bj%C3%B6rn-larsson-buss-trafik-ab/%C3%B6rebro/-/5569188294,[],556918-8294,6990,Björn Larsson Buss & Trafik AB,2013-01-12,Aktiebolag,1,"Norra Åsvägen 18, 703 80 Örebro","Norra Åsvägen 18, 703 80 Örebro",Örebro,50Tkr,"['79120 Researrangemang', '49410 Vägtransport, godstrafik', '78201 Personaluthyrning']","Föremålet för bolagets verksamhet är att bolaget skall bedriva resebyråverksamhet, anordna researrangemang och därmed förenlig verksamhet, personaluthyrning, godstransporter liksom äga, förvalta aktier samt förvalta fastigheter i Sverige och därmed förenlig verksamhet.",Björn Lennart Larsson,070-586 00 39,https://www.bussochtrafik.se/
Bellas Spelbutik AB,https://www.allabolag.se/foretag/bellas-spelbutik-ab/askersund/-/5569980849,[],556998-0849,6989,Bellas Spelbutik AB,2014-12-22,Aktiebolag,5,"Torsten Karlssons Väg 1, 696 33 Askersund","Torsten Karlssons Väg 1, 696 33 Askersund",Askersund,50Tkr,"['56110 Restaurangverksamhet', '92000 Spel- och vadhållningsverksamhet']","Bolaget ska bedriva spelbutik, kiosk, restaurang och pizzeria med matlagning, servering och catering samt därmed förenlig verksamhet.",,,https://bellaaskersund.se/
Edman Meat Trade AB,https://www.allabolag.se/foretag/edman-meat-trade-ab/kumla/-/5566599162,[],556659-9162,6986,Edman Meat Trade AB,2004-04-15,Aktiebolag,2,,"Sveavägen 25 a, 692 30 Kumla",Kumla,100Tkr,[],Bolaget ska bedriva kött- och charkbutik samt därmed förenlig verksamhet.,,,https://mistra.org/wp-content/uploads/2022/08/Food-Futures-Final-report-phase-one-2024-12-12.pdf
Addés Måleri AB,https://www.allabolag.se/foretag/add%C3%A9s-m%C3%A5leri-ab/kumla/-/5593117517,[],559311-7517,6983,Addés Måleri AB,2021-04-13,Aktiebolag,2,"Myntgatan 11, 692 33 Kumla","c/o addés måleri ab, Myntgatan 11, 692 33 Kumla",Kumla,25Tkr,['43341 Måleriarbeten'],Bolaget skall bedriva måleriverksamhet samt därmed förenlig verksamhet.,André Gunnar Gustafsson,,https://bygg.se/addes-maleri-ab/
Silverskeden AB,https://www.allabolag.se/foretag/silverskeden-ab/%C3%B6rebro/-/5590789656,[],559078-9656,6980,Silverskeden AB,2016-10-05,Aktiebolag,0,,"c/o Brickebackens Pizzeria, Granrisvägen 23, 702 36 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],Bolaget ska bedriva restaurangverksamhet samt därmed förenliga tjänster.,,,https://www.vulkanmedia.se/silverskeden-fran-kinnback-av-brittmarie-karlsson/
Lärkehus AB,https://www.allabolag.se/foretag/l%C3%A4rkehus-ab/stora-mell%C3%B6sa/-/5569630592,[],556963-0592,6972,Lärkehus AB,2014-02-25,Aktiebolag,1,"Katrinelund 470, 715 92 Stora Mellösa","Katrinelund 470, 715 92 Stora Mellösa",Stora Mellösa,50Tkr,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],Bolaget ska bedriva verksamhet med förvaltning av och handel med fastigheter jämte därmed förenlig verksamhet.,,,https://www.domstol.se/globalassets/filer/domstol/markochmiljooverdomstolen/avgoranden/2021/p-6258-20-dom-2021-06-15.pdf
Consentio Ledarskap AB,https://www.allabolag.se/foretag/consentio-ledarskap-ab/%C3%B6rebro/-/5565643326,[],556564-3326,6971,Consentio Ledarskap AB,1998-12-23,Aktiebolag,4,"Älvtomtagatan 14 a, 703 42 Örebro","Älvtomtagatan 14 a, 703 42 Örebro",Örebro,100Tkr,['85594 Personalutbildning'],"Bolaget skall genomföra ledarskapsutbildningar, som till exempel UGL-kurs (Utveckling av Grupp och Ledare), samordnarutbildning, teambuilding (lagutveckling), ledningsgrupps-utvecklingsprogram, chefsutvecklingsprogram, krishantering, debriefing och problemlös= ning i arbetsgrupper samt idka därmed förenlig verksamhet.",Dick Anders Lager,010-219 58 00,
Autoelektriska i Hallsberg AB,https://www.allabolag.se/foretag/autoelektriska-i-hallsberg-ab/hallsberg/-/5590947460,[],559094-7460,6971,Autoelektriska i Hallsberg AB,2016-12-29,Aktiebolag,6,"Tegelgatan 1, 694 32 Hallsberg","c/o AUTOELEKTRISKA I HALLSBERG AB, Tegelgatan 1, 694 32 Hallsberg",Hallsberg,50Tkr,['95311 Allmän service och reparation av motorfordon utom motorcyklar'],Bolaget skall reparera och underhålla bilar och fordon jämte därmed förenlig verksamhet.,,,http://www.fbt.se/?index=fbtcompany&company_id=11579
Niklas Carlsson Lantbruk & Entreprenad AB,https://www.allabolag.se/foretag/niklas-carlsson-lantbruk-entreprenad-ab/askersund/-/5592807894,"['info@barncancerfonden.se', 'gardetslantbruk@gmail.com']",559280-7894,6958,Niklas Carlsson Lantbruk & Entreprenad AB,2020-11-03,Aktiebolag,1-4,"Läggesta Gärdet 214, 696 91 Askersund","Läggesta Gärdet 214, 696 91 Askersund",Askersund,100Tkr,"['01462 Uppfödning av slaktsvin', '01620 Stödverksamhet avseende husdjursskötsel', '01420 Uppfödning av andra nötkreatur och bufflar']","Bolaget skall bedriva entreprenad inom lantbruk, djurhållning och spannmålsodling samt annan därmed förenlig verksamhet.",,,https://www.barncancerfonden.se/event/solrosor-i-kampen-mot-barncancer/medverkande-gardar/gardets-solrosor-mot-barncancer2/
Eknors Fastighet AB,https://www.allabolag.se/foretag/eknors-fastighet-ab/nora/-/5590629522,[],559062-9522,6957,Eknors Fastighet AB,2016-05-17,Aktiebolag,2,"Borgmästargatan 18, 713 31 Nora","Borgmästargatan 18, 713 31 Nora",Nora,50Tkr,"['55900 Annan logiverksamhet', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']","Bolaget Ska bedriva Fastighetsutveckling, Fastighetsförvaltning och handel med värdepapper samt där med förenlig verksamhet.",,,https://www.eknors.se/
Karlskoga Skyddsprodukter AB,https://www.allabolag.se/foretag/karlskoga-skyddsprodukter-ab/karlskoga/-/5565137196,['info@kgaskydd.se'],556513-7196,6956,Karlskoga Skyddsprodukter AB,1995-06-02,Aktiebolag,4,"Bregårdsgatan 35, 691 34 Karlskoga","c/o Stridh, Bregårdsgatan 35, 691 34 Karlskoga",Karlskoga,100Tkr,['46420 Partihandel med kläder och skodon'],"Bolaget skall bedriva försäljning, import och grossistverksamhet av personligt arbetsskydd samt därmed förenlig verksamhet.",Elin Felicia Blank Stridh,0586-500 65,https://kgaskydd.se/
Golvprofilen i Örebro AB,https://www.allabolag.se/foretag/golvprofilen-i-%C3%B6rebro-ab/%C3%B6rebro/-/5567411854,['info@golvprofilen.se'],556741-1854,6951,Golvprofilen i Örebro AB,2007-10-30,Aktiebolag,4,"Lindrothsgatan 34, 703 67 Örebro","c/o THOMAS JAKOBSSON, Lindrothsgatan 34, 703 67 Örebro",Örebro,100Tkr,"['43330 Golv- och väggbeläggningsarbeten', '43320 Byggnadssnickeriarbeten']",Aktiebolaget ska bedriva verksamhet inom golv- & väggbeläggningsarbeten samt därmed förenlig verksamhet.,,,https://golvprofilen.se/
Café Trettiosjuan Aktiebolag,https://www.allabolag.se/foretag/caf%C3%A9-trettiosjuan-aktiebolag/lindesberg/-/5564231586,['info@37an.se'],556423-1586,6945,Café Trettiosjuan Aktiebolag,1991-03-21,Aktiebolag,8,"Kungsgatan 37, 711 30 Lindesberg","Kungsgatan 37, 711 30 Lindesberg",Lindesberg,100Tkr,['56110 Restaurangverksamhet'],"Bolaget skall bedriva caféverksamhet, glass-, godis-, CD-försäljning och lägerverksamhet med grupplogi inkl. mat samt grossistverksamhet inom konfektyr-område och därmed idka förenlig verksamhet.",,0581-177 33,https://37an.se/
Nygårdens Revision AB,https://www.allabolag.se/foretag/nyg%C3%A5rdens-revision-ab/%C3%B6rebro/-/5566159728,['kundcenter@readydigital.se'],556615-9728,6938,Nygårdens Revision AB,2001-09-24,Aktiebolag,8,"Adolfsbergsvägen 4, 702 27 Örebro","Adolfsbergsvägen 4, 702 27 Örebro",Örebro,100Tkr,"['69201 Redovisning och bokföring; skatterådgivning', '69202 Revision']","Bolaget skall bedriva revision, redovisning, konsultation i ekonomiska frågor och därmed förenlig verksamhet.",,,https://www.nygardens.se/medarbetare/
Truck Color i Örebro AB,https://www.allabolag.se/foretag/truck-color-i-%C3%B6rebro-ab/%C3%B6rebro/-/5566532940,[],556653-2940,6937,Truck Color i Örebro AB,2003-12-23,Aktiebolag,5,Örebro,"Box 22092, 702 03 Örebro",Örebro,100Tkr,"['95312 Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar']","Bolaget skall bedriva fordonslackering, handel med samt import och export av fordon och fordonstillbehör, äga och förvalta fast egendom samt därmed förenlig verksamhet.",,019-25 13 30,http://www.bil-lackering.eu/orebro/orebro/1
Teknik Kontor Servrar i Örebro AB,https://www.allabolag.se/foretag/teknik-kontor-servrar-i-%C3%B6rebro-ab/%C3%B6rebro/-/5565011938,[],556501-1938,6933,Teknik Kontor Servrar i Örebro AB,1994-12-08,Aktiebolag,3,"Karlslundsgatan 9, 703 41 Örebro","Karlslundsgatan 9, 703 41 Örebro",Örebro,100Tkr,['95101 Reparation av datorer och kringutrustning'],"Föremålet för bolagets verksamhet är försäljning av datorer, datatillbehör och mjukvaror. Teknisk support, service och reparationer av datorutrustningar och därmed förenlig verksamhet.",,,https://tksdata.se/
Four Public Relations in Sweden AB,https://www.allabolag.se/foretag/four-public-relations-in-sweden-ab/%C3%B6rebro/-/5568033459,"['fredrik.welander@fourpr.se', '32fredrik.stengarn@fourpr.se', '62martin.ruist@fourpr.se', '01johanna.nilsson@fourpr.se', 'john.kennedy@fourpr.se', '30linnea.karlsson@fourpr.se', 'info@fourpr.se', 'jan.segerfeldt@fourpr.se']",556803-3459,6933,Four Public Relations in Sweden AB,2010-04-01,Aktiebolag,7,"Stortorget 17, 702 11 Örebro","Stortorget 17, 702 11 Örebro",Örebro,50Tkr,"['73300 PR och kommunikation', '70200 Konsultverksamhet avseende företags organisation']","Bolaget ska bedriva utbildning, rådgivning och strategisk planering inom kommunikation och information samt därmed förenlig verksamhet.",Per Martin Ruist,019-760 75 00,https://www.fourpr.se/
BeMå Trading AB,https://www.allabolag.se/foretag/bem%C3%A5-trading-ab/%C3%B6rebro/-/5567554927,"['peter@bemalyft.se', 'ellen@bemalyft.se', 'evakarin@bemalyft.se', 'madde@bemalyft.se', 'lyft@bemalyft.se']",556755-4927,6929,BeMå Trading AB,2008-04-08,Aktiebolag,2,"Krangatan 2, 702 27 Örebro","Krangatan 2, 702 27 Örebro",Örebro,100Tkr,['77320 Uthyrning och leasing av bygg- och anläggningsmaskiner'],"Bolaget skall direkt eller indirekt genom dotterbolag hyra ut, äga och förvalta mobilkranar, fordon och entreprenadmaskiner, företrädesvis inom bygg och vägbranschen samt därmed förenlig verksamhet.",Brita Eva-Karin Mårtensson,,https://bemalyft.se/
MI fordonsteknik i Örebro AB,https://www.allabolag.se/foretag/mi-fordonsteknik-i-%C3%B6rebro-ab/%C3%B6rebro/-/5590887385,['kundservice@autoexperten.se'],559088-7385,6925,MI fordonsteknik i Örebro AB,2016-12-05,Aktiebolag,4,"Verkstadsgatan 8, 702 27 Örebro","c/o MI FordonstekniK I öREBRO, Verkstadsgatan 8, 702 27 Örebro",Örebro,50Tkr,"['95311 Allmän service och reparation av motorfordon utom motorcyklar', '47811 Detaljhandel med personbilar och lätta motorfordon', '47820 Detaljhandel med reservdelar och tillbehör till motorfordon']","Bolaget ska bedriva reparation och service av fordon, försäljning av fordon och fordonstillbehör samt tvätt och rengöring av bilar och därmed förenlig verksamhet.",,,https://www.autoexperten.se/hitta-butik-eller-verkstad/mi-fordonsteknik-i-orebro-ab/
Waterman vattenrening AB,https://www.allabolag.se/foretag/waterman-vattenrening-ab/lindesberg/-/5566680491,['info@waterman.se'],556668-0491,6923,Waterman vattenrening AB,2004-10-12,Aktiebolag,6,,"Stafettgatan 3, 711 34 Lindesberg",Lindesberg,100Tkr,['42910 Vattenbyggnad'],"Aktiebolaget ska vara verksamhet inom tillverkning, inköp och försäljning av produkter för konsumentmarknad och industri. Tillverkning, inköp och försäljning omfattar främst produkter inom vattenrening och vattenbehandling. Tillverkning av avsaltningssystem med tekniken omvänd osmos. Bolaget bedriver också service, installationsverksamhet och byggentreprenadverksamhet för installation och service av vattenbehandlingsutrustning. Bolaget bedriver också konsultverksamhet inom ovanstående områden. Bolaget kan även äga och förvalta fastigheter och aktier.",,,https://waterman.se/
Martin Broman Entrepenad AB,https://www.allabolag.se/foretag/martin-broman-entrepenad-ab/nora/-/5594668724,[],559466-8724,6918,Martin Broman Entrepenad AB,2024-01-08,Aktiebolag,1,"Pershyttan 621, 713 91 Nora","Pershyttan 621, 713 91 Nora",Nora,25Tkr,['43120 Mark- och grundarbeten'],Bolaget ska bedriva entreprenad inom gräv och markarbeten och äga och förvalta värdepapper.,,,
Arkitektur & Byggnadsvård i Örebro AB,https://www.allabolag.se/foretag/arkitektur-byggnadsv%C3%A5rd-i-%C3%B6rebro-ab/%C3%B6rebro/-/5561322024,['info@arkitekturochbyggnadsvard.se'],556132-2024,6915,Arkitektur & Byggnadsvård i Örebro AB,1970-01-15,Aktiebolag,6,"Västra Bangatan 13, 703 54 Örebro","Västra Bangatan 13, 703 54 Örebro",Örebro,200Tkr,['71110 Arkitektverksamhet'],Bolaget ska bedriva arkitekt- och byggnadskonsultrörelse samt därmed förenlig verksamhet.,,019-57 92 00,https://www.arkitekturochbyggnadsvard.se/
AC Maskinservice i Nora Aktiebolag,https://www.allabolag.se/foretag/ac-maskinservice-i-nora-aktiebolag/nora/-/5564704830,['info@acmaskin.se'],556470-4830,6910,AC Maskinservice i Nora Aktiebolag,1993-07-28,Aktiebolag,1,"Stensnäsvägen 4, 713 32 Nora","Stensnäsvägen 4, 713 32 Nora",Nora,100Tkr,['46649 Partihandel med diverse andra maskiner och diverse annan utrustning'],"Bolaget skall bedriva handel med maskiner, tillbehör, reservdelar och service mot verkstadsindustri samt därmed förenlig verksamhet.",,0587-151 00,https://acmaskin.se/
Sigo Fastigheter & Miljö AB,https://www.allabolag.se/foretag/sigo-fastigheter-milj%C3%B6-ab/kumla/-/5568229677,['info@sigoab.se'],556822-9677,6908,Sigo Fastigheter & Miljö AB,2010-11-01,Aktiebolag,2,"Sörtorpsgatan 15, 692 71 Kumla","Sörtorpsgatan 15, 692 71 Kumla",Kumla,50Tkr,"['43120 Mark- och grundarbeten', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Föremålet för bolagets verksamhet är att bedriva entreprenad- arbeten inom bygg och mark, bedriva försäljning och transporter av jord och grus, maskinuthyrning inom entreprenadbranschen, äga och förvalta fastigheter samt därmed förenlig verksamhet.",,,http://www.sigoab.se/
Hjorts Trävaruaffär i Glanshammar Aktiebolag,https://www.allabolag.se/foretag/hjorts-tr%C3%A4varuaff%C3%A4r-i-glanshammar-aktiebolag/glanshammar/-/5564357746,[],556435-7746,6906,Hjorts Trävaruaffär i Glanshammar Aktiebolag,1991-11-19,Aktiebolag,1,"Brotorp 306, 705 97 Glanshammar","Brotorp 306, 705 97 Glanshammar",Glanshammar,100Tkr,"['16111 Sågning av trä', '16112 Hyvling av trä', '46831 Partihandel med virke och andra byggmaterial']","Bolaget skall driva sågverk, hyvleri och bygghandel samt förvaltning av lös och fast egendom, jämte därmed förenlig verksamhet.",,,https://www.largestcompanies.se/foretag/Hjorts-Travaruaffar-i-Glanshammar-AB-217455
Bergslagens Elektriska Aktiebolag,https://www.allabolag.se/foretag/bergslagens-elektriska-aktiebolag/karlskoga/-/5566727326,['0586-15151info@bergslagenselektriska.se'],556672-7326,6904,Bergslagens Elektriska Aktiebolag,2004-12-20,Aktiebolag,5,"Hangarvägen 27, 691 35 Karlskoga","Hangarvägen 27, 691 35 Karlskoga",Karlskoga,100Tkr,['43210 Elinstallationer'],"Bolaget skall bedriva el-installationer, försäljning av el- material, utföra diverse entreprenadarbeten på fastigheter samt idka därmed förenlig verksamhet.",,,https://www.bergslagenselektriska.se/
Cosmoz Bild & Ljud AB,https://www.allabolag.se/foretag/cosmoz-bild-ljud-ab/%C3%B6rebro/-/5569019283,[],556901-9283,6881,Cosmoz Bild & Ljud AB,2012-08-27,Aktiebolag,2,"Engelbrektsgatan 20, 702 12 Örebro","Engelbrektsgatan 20, 702 12 Örebro",Örebro,100Tkr,['47403 Detaljhandel med ljud- och bildanläggningar samt videoutrustning'],Aktiebolaget ska bedriva försäljning och installation av ljud och bildutrustning.,,,
